State,Enrollment,"Homicide with weapon(s)","Homicide Without Weapon(s)","Focible Sex Offense With Weapon(s)","Forcible Sex Offenses Without Weapon(s)","Other Sex offenses With Weapon(s)","Other Sex offenses Without Weapon(s)","Robbery With Weapon(s)","Robbery Without Weapon(s)","Assault With Serious Physical Injury With Weapon(s)","Assault With Serious Physical Injury Without Weapon(s)","Arson With Weapon(s)","Kidnapping With Weapon(s)","Kidnapping Without Weapon(s)","Assault with Physical Injury With Weapon(s)","Assault with Physical Injury Without Weapon(s)","Reckless Endangerment With Weapon(s)","Reckless Endangerment Without Weapon(s)","Minor Altercations With Weapon(s)","Minor Altercations Without Weapon(s)","Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)","Burglary With Weapon(s)","Burglary Without Weapon(s)","Criminal Mischief With Weapon(s)","Criminal Mischief Without Weapon(s)","Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)","Bomb Threat","False Alarm","Riot With Weapon(s)","Riot Without Weapon(s)","Weapon Possession Through Screening","Weapon Possession Under Other Circumstances","Use Possession or Sale of Drugs","Use Possession or Sale of Alcohol","Other Disruptive Incidents"
"Dryden High School",619,0,0,0,0,0,2,0,0,0,1,0,0,0,1,3,1,8,1,4,1,7,0,0,0,0,0,0,0,0,0,0,0,1,1,2,44
"Dryden Middle School",444,0,0,0,0,0,4,0,0,0,1,0,0,0,4,11,9,7,1,26,0,25,0,0,0,1,0,13,0,0,0,0,0,3,1,2,55
"Freeville Elementary School",102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
"George Junior Republic School",184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,29,0,0,0,0,0,11,0,0,0,0,0,0,0,0,130
"Groton Elementary School",474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,91,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"Groton High School",325,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,37
"Groton Middle School",261,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,32,0,9,0,0,0,0,0,2,2,0,0,0,0,0,0,0,24
"Belle Sherman School",290,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"Beverly J Martin Elementary School",315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Boynton Middle School",627,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,14,1,20,0,14,0,0,0,0,0,2,0,0,0,0,1,0,1,0,9
"Caroline Elementary School",303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4
"Cayuga Heights Elementary School",314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Dewitt Middle School",524,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,2,36,0,25,0,0,0,4,0,3,0,0,0,0,1,0,1,1,17
"Enfield School",243,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Fall Creek Elementary School",215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"Ithaca Senior High School",1681,0,0,0,0,0,1,0,0,0,2,6,0,0,0,23,0,5,0,26,0,36,0,0,1,2,0,2,0,5,0,1,8,0,22,9,82
"Lehman Alternative Community School",264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,1,1,30
"Northeast School",401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
"South Hill School",351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Lansing High School",464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,2,0,3,0,1,0,0,0,2,4,0,4
"Lansing Middle School",397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,11,0,0,0,3,0,0,0,0,0,0,0,1,1,0,5
"Raymond C Buckley Elementary School",415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"Newfield Elementary School",424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Newfield Middle School",245,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Newfield Senior High School",302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,39
"Charles O Dickerson High School",463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,20,0,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11
"Russell I Doig Middle School",430,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,10,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Trumansburg Elementary School",379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Ellenville Elementary School",649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"Ellenville High School",562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,16,0,0,0,3,0,0,0,0,0,0,3,0,1,1,98
"Ellenville Middle School",529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,5,0,22,0,7,0,0,0,3,0,3,0,0,0,0,0,4,2,0,43
"Highland Elementary School",848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,7
"Highland High School",643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,9,0,0,0,0,0,8,0,0,0,0,0,2,1,0,38
"Highland Middle School",444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,8,0,12,0,0,0,0,0,7,0,0,0,0,0,1,0,0,26
"Anna Devine School",246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chambers School",377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"E R Crosby Elementary School",337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Ernest C Myer School",258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Frank L Meagher School",280,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,16
"George Washington School",357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,21,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Harry L Edson School",449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"J Watson Bailey Middle School",987,0,0,0,0,0,4,0,1,0,3,1,0,0,2,19,0,4,0,76,0,56,0,0,1,4,0,1,0,0,0,0,0,2,0,0,140
"John F Kennedy School",244,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,4,0,13,1,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
"Kingston High School",2323,0,0,0,0,0,2,0,1,0,3,0,0,0,0,12,0,9,0,50,0,22,0,0,0,1,0,8,0,0,0,0,0,11,15,6,219
"M Clifford Miller Middle School",849,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,0,5,0,21,2,34,0,0,0,2,0,4,0,1,0,0,0,7,1,0,105
"Robert R Graves School",332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sophie Finn School",246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Zena Elementary School",170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marlboro Central High School",716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17,0,9,0,0,0,0,0,3,0,0,0,0,0,2,2,0,4
"Marlboro Elementary School",229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Marlboro Intermediate School",437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"Marlboro Middle School",541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8
"Middle Hope Elementary School",92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Milton Elementary School",121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Duzine School",472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lenape Elementary School",478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"New Paltz Middle School",532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,3,0,0,0,2,0,1,1,0,0,0,0,1,0,0,41
"New Paltz Senior High School",803,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,16,0,3,0,0,0,1,0,4,0,1,0,0,2,0,4,2,14
"Onteora High School",746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,48,0,57,0,0,0,0,0,21,0,0,0,0,0,1,4,9,145
"Onteora Middle School",341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,32,0,0,0,3,0,0,0,0,0,0,0,0,0,0,25
"Phoenicia Elementary School",215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Reginald Bennett Elementary School",307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Woodstock Elementary School",328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kerhonkson Elementary School",313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Marbletown Elementary School",276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rondout Valley High School",983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,22,0,0,0,4,0,5,0,0,0,0,0,0,10,5,28
"Rondout Valley Middle School",817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,53,0,34,0,1,0,2,0,1,0,0,0,0,0,2,1,1,16
"Rosendale Elementary School",254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
"Cahill School",396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Morse School",394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mount Marion Elementary School",411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Riccardi Elementary School",433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saugerties Junior High School",554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,35,0,8,0,0,0,2,0,6,0,0,0,0,0,1,3,3,1
"Saugerties Senior High School",1107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,4,0,32,0,0,0,0,0,1,0,0,0,0,1,0,6,0,3
"John G Borden Middle School",587,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,4,0,57,0,21,0,0,0,2,0,3,0,0,0,0,0,7,3,3,44
"Leptondale Elementary School",613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17
"Ostrander Elementary School",601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,18,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,13
"Plattekill Elementary School",612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
"Wallkill Senior High School",1237,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,33,0,13,0,0,0,4,0,9,0,0,0,0,0,7,6,2,157
"West Park School",41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0
"Bolton Central School",271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14
"Big Cross Street School",232,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12
"Glens Falls Middle School",592,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,51,0,8,0,0,0,3,0,7,0,1,0,0,0,3,5,0,122
"Glens Falls Senior High School",913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,11,0,0,0,0,0,4,0,0,0,0,0,0,7,8,27
"Jackson Heights School",210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Kensington Road School",204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12
"Sanford Street School",238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,3,0,0,0,7,0,2,0,0,0,0,0,0,0,0,2
"Abraham Wing School",145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Hadley-Luzerne Elementary School",185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Hadley-Luzerne High School",319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"Stuart M Townsend Middle School",423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Johnsburg Central School",394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lake George Elementary School",500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
"Lake George Junior-Senior High School",558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,2,0,0,0,0,0,2,0,0,0,0,0,1,4,3,87
"North Warren Central School",586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10
"Queensbury Elementary School",1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Queensbury Middle School",916,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,15,0,36,0,0,0,1,0,0,2,0,0,0,0,0,2,1,67
"Queensbury Senior High School",1293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,2,0,0,0,0,0,1,0,0,0,0,0,0,7,1,21
"William H Barton Intermediate School",602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
"Warrensburg Elementary School",458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,24
"Warrensburg Junior-Senior High School",463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,3,0,0,0,2,0,4,0,0,0,0,0,7,2,0,24
"Argyle Elementary School",329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
"Argyle Junior/Senior High School",361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,0,6,0,0,0,1,0,0,0,0,0,0,0,1,1,1,87
"Cambridge Elementary School",488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
"Cambridge Junior-Senior High School",566,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9,0,1,0,3,0,10,0,0,0,6,0,2,0,0,0,0,0,1,1,1,47
"Fort Ann Central School",586,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,17,0,24,0,0,0,2,0,0,0,0,0,0,0,0,1,1,69
"Fort Edward School",533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Granville Elementary School",388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Granville Junior-Senior High School",737,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,33,0,8,0,0,0,0,0,5,0,0,0,0,0,2,3,0,47
"Mary J Tanner School",248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"Greenwich Elementary School",571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Greenwich Junior-Senior High School",557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0
"Hartford Central School",560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,1,0,0,0,2,0,0,0,0,2,4,2
"Hudson Falls High School",741,0,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0,17,0,18,0,6,0,1,0,1,0,6,0,0,0,0,0,1,13,3,79
"Hudson Falls Intermediate School",325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4
"Hudson Falls Middle School",560,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,2,0,80,0,46,0,0,0,1,0,0,0,0,0,0,0,3,0,0,68
"Hudson Falls Primary School",516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Margaret Murphy Kindergarten Center",194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Putnam Central School",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salem Elementary School",327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salem High School",376,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1,0,23,1,10,0,0,0,2,0,0,1,0,0,0,0,0,1,1,162
"Whitehall Elementary School",440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
"Whitehall Junior-Senior High School",418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,21,0,5,0,0,0,10,0,1,0,0,0,0,0,0,0,0,34
"Clyde Elementary School",372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clyde Junior-Senior High School",475,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,11,0,19,0,0,0,0,0,10,0,0,0,0,0,1,3,1,15
"Savannah Elementary School",140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Gananda Middle School",288,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,12,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12
"Richard Mann Elementary School",538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ruben A Cirillo High School",339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,22
"Lyons Elementary School",518,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Lyons Middle School",159,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,19,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,18
"Lyons Senior High School",332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,29,0,3,0,0,0,0,0,6,0,3,0,0,0,1,0,0,58
"Marion Elementary School",506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
"Marion Junior-Senior High School",558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,25,0,24,0,0,0,0,0,1,1,0,0,0,0,3,3,0,1
"Lincoln Elementary School",224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
"Newark Middle School",551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,48,0,21,0,0,0,3,0,3,1,1,0,0,0,5,1,0,206
"Newark Senior High School",866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,11,0,0,0,13,0,4,0,0,0,0,0,2,3,2,219
"Norman R Kelley Intermediate School",489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"Perkins Elementary School",309,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Florentine Hendrick Elementary School",309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"North Rose Elementary School",313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,20,0,5,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0
"North Rose-Wolcott High School",524,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,22,0,10,0,0,0,0,0,1,0,0,0,0,0,1,4,1,43
"North Rose-Wolcott Middle School",364,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,6,0,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28
"Macedon Elementary School",468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Palmyra Elementary School",450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Palmyra-Macedon Middle School",500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20
"Palmyra-Macedon Senior High School",701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,2,0,1,0,0,0,0,0,1,0,1,3
"Margaret W Cuyler Elementary School",462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,28,0,27,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0
"Red Creek High School",351,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,20,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5
"Red Creek Middle School",246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,5,0,0,0,0,0,2,1,0,0,0,0,2,2,0,1
"Sodus High School",357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,12,0,45,0,0,0,2,0,3,0,0,0,0,0,1,2,2,22
"Sodus Intermediate School",260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,19,0,4,0,0,0,2,0,2,0,0,0,0,0,0,2,0,4
"Sodus Middle School",335,0,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,3,0,34,0,13,0,0,0,2,0,5,0,0,0,0,0,1,1,2,22
"Sodus Primary School",391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Freewill Elementary School",368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Ontario Elementary School",393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4
